# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  5.80466863831141766e-01 -1.37072370523504045e-01  5.80466863831141766e-01 1.37072370523504045e-01  -6.88500860609416870e-02 -7.50564475354649611e-64  2.07070769062571980e+00 4.12718952592565096e-62
TOTALLY     4  3.30577882075972662e-01 -7.42301944099790254e-60  -8.70880820008204437e-01 5.76407157730670805e-60  -8.84914075855599280e-02 -2.09047495384547749e-60  -1.12298862527512422e+00 3.66222671073689687e-60
MINIMAL     4  7.84016985756411211e-01 3.21003708985135949e+00  7.84016985756411211e-01 -3.21003708985135949e+00  1.18347738043380307e-01 9.25478640477546688e-01  1.18347738043380307e-01 -9.25478640477546688e-01
MINIMAL     4  9.45747548845387309e-02 -1.62172019867218797e-01  9.45747548845387309e-02 1.62172019867218797e-01  -1.06445270708039746e-02 5.23216578585343553e-02  -1.06445270708039746e-02 -5.23216578585343553e-02
MINIMAL     4  1.19434391914771579e-01 1.79709525913718388e-01  1.19434391914771579e-01 -1.79709525913718388e-01  1.81783907193338147e-03 2.07971820107548597e-02  1.81783907193338147e-03 -2.07971820107548597e-02
TOTALLY     4  1.21869820527040584e+00 6.57886015643756132e-44  -4.78192860558967925e-01 -4.28883457795916943e-43  9.70155703168439842e+00 2.20616958406162443e-41  -1.75590679720506071e-01 -3.66555134537992396e-44
MINIMAL     4  1.04074994323372594e+00 1.86558274492620502e+00  1.04074994323372594e+00 -1.86558274492620502e+00  3.79038550206569014e-01 -8.66728890737963442e-01  3.79038550206569014e-01 8.66728890737963442e-01
MINIMAL     4  -2.73324233127956728e-01 4.55405144699034259e-01  -2.73324233127956728e-01 -4.55405144699034259e-01  -2.23897670493314549e-01 1.96415388134439262e-01  -2.23897670493314549e-01 -1.96415388134439262e-01
MINIMAL     4  -6.17528252917373566e-01 1.25010402382182639e+00  -6.17528252917373566e-01 -1.25010402382182639e+00  -2.79399656307108224e-01 6.06137284071077587e-01  -2.79399656307108224e-01 -6.06137284071077587e-01
MINIMAL     4  -2.58394038673508020e-01 4.40052331801260410e-01  -2.58394038673508020e-01 -4.40052331801260410e-01  -2.11849894509843623e-01 1.92505340126564367e-01  -2.11849894509843623e-01 -1.92505340126564367e-01
