# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.09871366319988906e+00 -3.46759345748333982e-64  -4.58586510998644448e-01 3.34319114676819078e-63  2.55394243277268784e-01 -3.24172199278118763e-64  -3.50965553094788774e-01 2.00945511449276374e-63
MINIMAL     4  6.93613383260667571e-01 -1.30778504682036667e+00  6.93613383260667571e-01 1.30778504682036667e+00  8.78510940695116233e-02 -6.56853327334632087e-01  8.78510940695116233e-02 6.56853327334632087e-01
TOTALLY     4  1.16446995798335973e+00 -6.05633001028172268e-60  -2.06436616135068585e-01 -1.48154675446671653e-59  2.31389886355420682e-01 1.62191971231029789e-60  -8.08414110876509184e+00 3.72732516843109588e-58
NONREAL     4  1.11757295365254761e+00 -5.31493856384675917e-03  -9.72432566277310673e-01 6.45436399719999943e-02  2.85873147968171981e-01 -2.89232865063977990e-03  -7.58781490812167503e-01 1.55990554011344207e-01
NONREAL     4  1.36055344610083906e+00 -3.46640519182137286e-02  -6.64353019117392973e-01 4.35573470081407566e-01  -3.99556771577042780e-01 2.33436022921610670e-01  -1.59730542058379621e+00 -1.40648190662528960e+00
NONREAL     4  1.36055344610083906e+00 3.46640519182137286e-02  -6.64353019117392973e-01 -4.35573470081407566e-01  -1.59730542058379621e+00 1.40648190662528960e+00  -3.99556771577042780e-01 -2.33436022921610670e-01
NONREAL     4  1.11757295365254761e+00 5.31493856384675917e-03  -9.72432566277310673e-01 -6.45436399719999943e-02  -7.58781490812167503e-01 -1.55990554011344207e-01  2.85873147968171981e-01 2.89232865063977990e-03
MINIMAL     4  -7.31724181252639161e-01 5.09469665878105604e-01  -7.31724181252639161e-01 -5.09469665878105604e-01  -4.90065270365104610e-01 4.91643363729013683e-01  -4.90065270365104610e-01 -4.91643363729013683e-01
NONREAL     4  -9.32785186351394957e-01 2.42586985570604236e-01  -3.35413668654949593e-01 -8.30881404919812799e-02  -5.06332294148706841e-01 4.86229486248414000e-01  1.33029916074056870e-01 -1.64007889074310243e-03
NONREAL     4  -3.35413668654949593e-01 8.30881404919812799e-02  -9.32785186351394957e-01 -2.42586985570604236e-01  -5.06332294148706841e-01 -4.86229486248414000e-01  1.33029916074056870e-01 1.64007889074310243e-03
