# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  2.00901598021938410e+00 8.53112888114690299e-02  -9.07078231464430229e-01 4.74364034096316611e-01  3.84621163125735577e-01 -7.10977701419002045e-02  -3.39725800011239254e-01 1.50774300028169550e-01
MINIMAL     4  3.90714997316840396e-01 -1.55417204170639223e+00  3.90714997316840396e-01 1.55417204170639223e+00  -2.57241739635144734e-03 -4.73936167977505041e-01  -2.57241739635144734e-03 4.73936167977505041e-01
NONREAL     4  1.79778147008704292e+00 5.61632259792656657e-02  -7.22702195946451686e-01 -1.05705194396622804e+00  4.21484431107894464e-01 1.52429964868894818e-01  -3.22915341810538006e-02 1.69479815200402006e+00
NONREAL     4  2.00901598021938410e+00 -8.53112888114690299e-02  -9.07078231464430229e-01 -4.74364034096316611e-01  3.84621163125735577e-01 7.10977701419002045e-02  -3.39725800011239254e-01 -1.50774300028169550e-01
NONREAL     4  1.79778147008704292e+00 -5.61632259792656657e-02  -7.22702195946451686e-01 1.05705194396622804e+00  -3.22915341810538006e-02 -1.69479815200402006e+00  4.21484431107894464e-01 -1.52429964868894818e-01
NONREAL     4  1.51012910068496020e+00 -6.87120531620465380e-02  -8.36341716566144089e-01 -5.27573404089134002e-01  -3.18737692683771112e-01 -1.60212500718216355e-01  -1.05578031609339562e+00 2.55975470041604325e+00
NONREAL     4  1.51012910068496020e+00 6.87120531620465380e-02  -8.36341716566144089e-01 5.27573404089134002e-01  -3.18737692683771112e-01 1.60212500718216355e-01  -1.05578031609339562e+00 -2.55975470041604325e+00
PARTIAL     4  -8.60689429815769458e-01 6.93072935266155432e-01  -8.60689429815769458e-01 -6.93072935266155432e-01  -7.23343745939192817e-01 9.17513818510860542e-63  -3.82664459923215475e-02 1.09669909461092323e-61
PARTIAL     4  -8.11796091465252445e-01 -6.15036362100893186e-01  -8.11796091465252445e-01 6.15036362100893186e-01  -2.02943264434130577e-01 4.55108519340188410e-62  -7.39814238687363512e-01 1.89827380440404921e-62
PARTIAL     4  -1.13950553094292228e+00 4.10746274647643239e-01  -1.13950553094292228e+00 -4.10746274647643239e-01  2.97961766302794998e-04 4.16213944873934426e-63  -2.43102440386292473e-01 -6.27677530864766430e-63
