# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  9.76729941420974440e-02 2.49785336621521408e-61  9.79682936249808956e-01 1.51665629326613719e-61  6.63976008026031628e-01 1.41359925306194626e-61  -5.95165547503151204e-01 4.15662330024740699e-62
TOTALLY     4  1.07723666164769694e+00 -6.78672140689534643e-50  -8.03939250109331205e-01 -8.46576433705658261e-50  -3.36902043863284462e+00 1.37044559293746860e-48  -7.10590699114473479e-01 -7.28662105392133790e-50
TOTALLY     4  1.04117089431538701e+00 -1.11128426910888278e-61  7.97745020450147807e-02 4.51390632535887149e-61  -5.95767176248946151e-01 1.38183348784814659e-62  3.15764220532150475e+00 -6.59772410449958253e-60
PARTIAL     4  7.08250783178256405e-01 -5.05970599916333419e-01  7.08250783178256405e-01 5.05970599916333419e-01  1.04035903902168525e+00 -2.41834962118850517e-56  1.39133532455217401e+00 2.82294768670647374e-56
TOTALLY     4  7.41685741270748933e-01 -6.85073879699827546e-60  -9.48491088629485612e-01 -2.36422514991691284e-60  2.03082806242895209e-01 -3.70616683920279322e-60  -1.08066596381196800e+00 -1.78262787573699095e-59
TOTALLY     4  8.95761065810633195e-01 -1.21196579770451315e-58  -8.55819636338518319e-01 -4.77194584900662733e-59  -7.44945576820607802e-01 -1.12352769637518777e-58  2.93014309924149730e-01 -6.62115338222304528e-59
MINIMAL     4  -4.59925109946583532e-01 6.07248402775591778e-01  -4.59925109946583532e-01 -6.07248402775591778e-01  -1.95329406633042602e-01 4.31571462977708376e-01  -1.95329406633042602e-01 -4.31571462977708376e-01
MINIMAL     4  -4.42872884888603713e-01 5.09588182780132182e-01  -4.42872884888603713e-01 -5.09588182780132182e-01  -2.15189122928592713e-01 4.03042427808218195e-01  -2.15189122928592713e-01 -4.03042427808218195e-01
PARTIAL     4  -5.50759593523829569e-02 -1.95744143102461655e-57  -6.98087966010118688e-01 1.70333952518646894e-57  -3.69376170065819853e-01 2.13243509778465651e-01  -3.69376170065819853e-01 -2.13243509778465651e-01
PARTIAL     4  -1.15328523899727812e-02 -1.94285460610813649e-57  -7.34420011266033845e-01 1.63772258827260977e-57  -4.12622584063047859e-01 2.04582295798015124e-01  -4.12622584063047859e-01 -2.04582295798015124e-01
