# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  5.79599775897818859e-01 8.37310899221850174e-02  5.79599775897818859e-01 -8.37310899221850174e-02  -7.98023683290602914e-02 -9.66953356362340567e-64  2.09621055245382681e+00 2.96056377590300377e-62
MINIMAL     4  7.07934185243799918e-01 -3.30067562636101730e+00  7.07934185243799918e-01 3.30067562636101730e+00  1.09240677431909877e-01 9.24749175984976524e-01  1.09240677431909877e-01 -9.24749175984976524e-01
TOTALLY     4  1.22169362543485649e+00 -2.40565665796165812e-44  -4.80758172250127680e-01 1.60584094362254007e-43  9.42481075419686221e+00 -7.83084550891604542e-42  -1.83214991909124603e-01 1.35616836841942313e-44
NONREAL     4  1.27500948222338983e-01 -1.45754514986564498e-01  8.03816588045973973e-02 2.29580753891634765e-01  3.73981083129197450e-02 6.90337770163012288e-02  -4.98420891085498280e-02 -2.74314574739356713e-02
TOTALLY     4  3.15338809545427978e-01 1.15262207603007551e-63  -8.65952812112865900e-01 -1.16097351460605527e-63  -9.79721908973988226e-02 3.76517380010545504e-64  -1.12813167105015189e+00 1.94067557465306759e-64
NONREAL     4  1.27500948222338983e-01 1.45754514986564498e-01  8.03816588045973973e-02 -2.29580753891634765e-01  -4.98420891085498280e-02 2.74314574739356713e-02  3.73981083129197450e-02 -6.90337770163012288e-02
MINIMAL     4  1.04153056679283473e+00 1.84155752367119363e+00  1.04153056679283473e+00 -1.84155752367119363e+00  3.95010441003667445e-01 8.61489929898034523e-01  3.95010441003667445e-01 -8.61489929898034523e-01
MINIMAL     4  -2.15479486145474075e-01 4.15946209436348968e-01  -2.15479486145474075e-01 -4.15946209436348968e-01  -1.78160565421279088e-01 1.86738086004704512e-01  -1.78160565421279088e-01 -1.86738086004704512e-01
MINIMAL     4  -6.12706999855906820e-01 1.25077527510895026e+00  -6.12706999855906820e-01 -1.25077527510895026e+00  -2.76477469517109997e-01 6.02991426685722365e-01  -2.76477469517109997e-01 -6.02991426685722365e-01
MINIMAL     4  -3.14020327893427986e-01 5.19842676779962654e-01  -3.14020327893427986e-01 -5.19842676779962654e-01  -2.54801175477548048e-01 -2.19215249552010966e-01  -2.54801175477548048e-01 2.19215249552010966e-01
