# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  7.56451611452871764e-01 3.29895754182292056e-01  -9.87325916291625694e-01 6.72987797800639664e-01  -3.35443262149311583e-01 -6.84870225713454239e-01  1.87179592506268699e+00 1.23815354933411026e+00
PARTIAL     4  6.13384211643522304e-01 3.10376599623477819e-65  -7.80838895597229521e-01 9.15735833467757400e-64  -1.13098767656955798e-01 9.39548502923255979e-01  -1.13098767656955798e-01 -9.39548502923255979e-01
PARTIAL     4  1.08969163302650260e-01 -1.09359194888402156e+00  1.08969163302650260e-01 1.09359194888402156e+00  -3.59812900734055985e+00 2.34724929891907765e-56  1.14239298501321440e+00 5.99604369765639860e-57
NONREAL     4  7.56451611452871764e-01 -3.29895754182292056e-01  -9.87325916291625694e-01 -6.72987797800639664e-01  1.87179592506268699e+00 -1.23815354933411026e+00  -3.35443262149311583e-01 6.84870225713454239e-01
PARTIAL     4  4.57492090585349731e-01 5.11053944233742923e-63  -2.16656181933301806e+00 2.92937762686400706e-62  -7.24221596227441977e-01 7.72842652821933429e-01  -7.24221596227441977e-01 -7.72842652821933429e-01
PARTIAL     4  8.15212314017603468e-03 7.86024510322512304e-01  8.15212314017603468e-03 -7.86024510322512304e-01  6.70658042934312415e-01 3.40479727735930229e-60  -6.65353330293249368e+00 2.60860578873992614e-59
PARTIAL     4  -8.41970640551942595e-01 1.49716891319551859e+00  -8.41970640551942595e-01 -1.49716891319551859e+00  -1.50145663157318299e+00 4.32840599644512378e-62  2.29314131182987113e+00 -1.32211535472642599e-62
PARTIAL     4  -6.73891052767869869e-01 7.48495737878317136e-01  -6.73891052767869869e-01 -7.48495737878317136e-01  2.86831213572055299e+00 -5.16988733835422216e-61  -8.77070810106891641e-02 -5.97403948987783921e-61
PARTIAL     4  6.73833664291810380e-02 1.61827594112522721e+00  6.73833664291810380e-02 -1.61827594112522721e+00  -2.20081285373878943e+00 -3.18485672246234164e-58  1.54157742149950416e+00 -1.38596587773335921e-58
TOTALLY     4  -4.65934585091353604e-01 -2.66465160763459469e-62  -2.48152043634271235e+00 4.11335703988551806e-62  -3.47319274773053965e-01 6.44806070534458071e-62  -1.05656636692260597e+00 -5.51913405381752983e-62
