# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  8.86524903544558596e-01 -2.01100558546282414e-02  5.35027504805667298e-01 2.34905368486250134e-02  6.01640928624336357e+00 -7.80185907463839534e-02  -2.47354620338626416e-02 2.56046532406185523e-01
NONREAL     4  8.86524903544558596e-01 2.01100558546282414e-02  5.35027504805667298e-01 -2.34905368486250134e-02  -2.47354620338626416e-02 -2.56046532406185523e-01  6.01640928624336357e+00 7.80185907463839534e-02
PARTIAL     4  9.48231637834707652e-01 -4.55153806451700236e-60  -1.29510097230223664e+00 -1.59404947330295760e-59  -3.86586079553596501e-02 -2.96691278324287433e-01  -3.86586079553596501e-02 2.96691278324287433e-01
NONREAL     4  8.89839985203179196e-01 2.37769445599813924e-02  -1.55333652155255342e+00 3.15268242014800923e-03  -4.19234632639361518e-02 -3.19061630168301746e-01  -1.35957544020737031e+00 -1.17820267819708207e-02
NONREAL     4  6.46588111154333567e-01 1.89663615707188010e-01  -1.70852378361819279e+00 -1.47007441711380499e-01  1.58453519763155672e-02 3.70420814471546844e-01  -5.19810232147502257e-02 -3.92271903667370914e-01
NONREAL     4  5.29909520533385470e-01 3.46994024243440780e-02  -1.55285750111567822e+00 -3.78392630976500440e-03  -7.56287262476195658e-03 3.92802876091065345e-01  -1.24002073280959380e+00 -7.66427795366369114e-03
NONREAL     4  5.29909520533385470e-01 -3.46994024243440780e-02  -1.55285750111567822e+00 3.78392630976500440e-03  -1.24002073280959380e+00 7.66427795366369114e-03  -7.56287262476195658e-03 -3.92802876091065345e-01
NONREAL     4  -1.55333652155255342e+00 -3.15268242014800923e-03  8.89839985203179196e-01 -2.37769445599813924e-02  -4.19234632639361518e-02 3.19061630168301746e-01  -1.35957544020737031e+00 1.17820267819708207e-02
NONREAL     4  -1.70852378361819279e+00 1.47007441711380499e-01  6.46588111154333567e-01 -1.89663615707188010e-01  -5.19810232147502257e-02 3.92271903667370914e-01  1.58453519763155672e-02 -3.70420814471546844e-01
PARTIAL     4  9.26756770409935982e-01 1.78014674186176594e-61  3.85486738416565167e-01 -1.75324704827459880e-61  -2.54282120851628650e-02 2.57142390529217835e-01  -2.54282120851628650e-02 -2.57142390529217835e-01
