# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.09170582196417043e-01 -7.62704809824426011e-01  7.09170582196417043e-01 7.62704809824426011e-01  9.72248762551233381e-01 1.40666515202449712e-57  4.36628317638324548e-01 -7.15618283645793772e-58
MINIMAL     4  1.00985438498958757e+00 2.25251371724124949e+00  1.00985438498958757e+00 -2.25251371724124949e+00  2.15974270036386612e-01 8.89459490580824741e-01  2.15974270036386612e-01 -8.89459490580824741e-01
TOTALLY     4  8.37934374677482774e-01 -2.39243450721991688e-65  -9.87170910834742399e-01 -3.00863824084055178e-63  7.27719569194283100e-02 4.18813523544239893e-64  -2.14466928534794787e+00 3.10873419714699294e-63
PARTIAL     4  4.26993197356187126e-01 1.54498094005892255e-60  -2.53934218380333476e-01 1.95540506781991593e-60  2.06396289419343536e-02 1.94667944812393134e-01  2.06396289419343536e-02 -1.94667944812393134e-01
MINIMAL     4  3.59778440521123177e-01 3.04416033683222786e-01  3.59778440521123177e-01 -3.04416033683222786e-01  1.51600901073135508e-01 2.14039717214935754e-01  1.51600901073135508e-01 -2.14039717214935754e-01
MINIMAL     4  9.10403696634797699e-01 1.42112404025119732e+00  9.10403696634797699e-01 -1.42112404025119732e+00  4.39931602921704357e-01 7.63174371304823684e-01  4.39931602921704357e-01 -7.63174371304823684e-01
TOTALLY     4  1.20227962651766318e+00 -4.50983312302294876e-59  -6.65900568303081308e-01 -4.32037294848247611e-61  -3.12171094074452614e-02 4.66389566233385144e-60  -1.98799381942421540e+01 1.02242451474941949e-57
MINIMAL     4  -3.72575856523481741e-01 5.06284511496876033e-01  -3.72575856523481741e-01 -5.06284511496876033e-01  -2.63272408969284610e-01 1.98057709580811925e-01  -2.63272408969284610e-01 -1.98057709580811925e-01
MINIMAL     4  -3.15880481054966689e-01 4.35309501016968137e-01  -3.15880481054966689e-01 -4.35309501016968137e-01  -2.01461940141652807e-01 2.03754804622354291e-01  -2.01461940141652807e-01 -2.03754804622354291e-01
MINIMAL     4  -5.57691033623741506e-01 9.19801201853987727e-01  -5.57691033623741506e-01 -9.19801201853987727e-01  -3.56318999874414677e-01 4.74204281949183404e-01  -3.56318999874414677e-01 -4.74204281949183404e-01
