# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.65888010833202815e-01 -2.68364916697871325e-01  6.65888010833202815e-01 2.68364916697871325e-01  -2.27473607336938222e-01 -4.43036729091685478e-63  4.68392440376781050e+00 3.89303332587820778e-60
MINIMAL     4  8.62408651739826837e-01 1.03594902895848118e+00  8.62408651739826837e-01 -1.03594902895848118e+00  9.10658885920062944e-01 -4.88237709783122364e-01  9.10658885920062944e-01 4.88237709783122364e-01
NONREAL     4  -2.47133742732925127e-01 -5.02988462536517300e-01  9.51947160439847284e-01 3.16052531643785037e-02  2.29993816196196854e-01 -1.73478765233342630e-01  -2.09805760520710233e-01 4.21899327323508322e-02
NONREAL     4  3.52594440164919309e-01 7.51742056437490036e-01  -1.24979019867496488e+00 -1.85888169596814062e-01  6.61071336347164307e-02 4.33126714036434324e-01  -9.65355530597183153e-01 -1.14820315036526524e-01
NONREAL     4  9.51947160439847284e-01 -3.16052531643785037e-02  -2.47133742732925127e-01 5.02988462536517300e-01  -2.09805760520710233e-01 -4.21899327323508322e-02  2.29993816196196854e-01 1.73478765233342630e-01
NONREAL     4  -1.22117481935926264e+00 7.30506466979124885e-02  9.65606131050343097e-01 3.26530550118534324e-01  -2.61364600914227196e-01 -2.44259701969696597e-01  -1.21741931727364161e+00 -2.99208931843875647e-01
MINIMAL     4  -3.95638606716606500e-01 1.45160049073498132e+00  -3.95638606716606500e-01 -1.45160049073498132e+00  2.36263460222731203e-03 -5.54519234344623912e-01  2.36263460222731203e-03 5.54519234344623912e-01
MINIMAL     4  1.16330315024889941e-01 2.44613307679735836e+00  1.16330315024889941e-01 -2.44613307679735836e+00  7.61476446826657161e-02 6.85489724309025772e-01  7.61476446826657161e-02 -6.85489724309025772e-01
NONREAL     4  -1.22117481935926264e+00 -7.30506466979124885e-02  9.65606131050343097e-01 -3.26530550118534324e-01  -2.61364600914227196e-01 2.44259701969696597e-01  -1.21741931727364161e+00 2.99208931843875647e-01
NONREAL     4  -1.24979019867496488e+00 1.85888169596814062e-01  3.52594440164919309e-01 -7.51742056437490036e-01  -9.65355530597183153e-01 1.14820315036526524e-01  6.61071336347164307e-02 -4.33126714036434324e-01
