# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  -3.37123051714299904e-01 -2.70175562392795404e-62  1.04782362113133543e+00 -3.42451067247951817e-63  -3.38867471394542985e-01 -6.07225726229631291e-63  3.49266619102157505e-01 5.20121006202358731e-63
TOTALLY     4  1.29770040406281062e+00 5.71806054572654291e-61  -3.39288065007884720e-01 -6.16491680788495057e-62  -3.39226489879504045e-01 -1.34203111676024544e-62  6.54943039678594374e+00 1.94447016603000554e-60
TOTALLY     4  1.40066516679617115e+00 2.86904759138949848e-62  -1.27011248651546937e+00 -1.77180741043778152e-61  -6.01689991976681493e-01 -4.27455060630923165e-62  -2.29689065373176682e+00 1.31257294287367849e-60
TOTALLY     4  -3.31106778634882692e-01 8.67897108957282782e-63  -9.64416785410057376e-01 -2.30657386013518391e-62  -9.99120089711832277e-02 6.81276250470702707e-63  -3.46295057193948430e-01 -2.85524463280600030e-62
TOTALLY     4  9.85523620985937043e-01 2.39376783527202169e-62  -1.17923791273908485e+00 3.79562464532594450e-62  2.35029443948382377e-01 8.96103151851131724e-63  -5.57492015365160243e-01 1.21731489450999356e-62
MINIMAL     4  6.65774511214760611e-01 5.56262752067965160e-01  6.65774511214760611e-01 -5.56262752067965160e-01  7.57742898491938544e-01 -3.32544748423425518e-01  7.57742898491938544e-01 3.32544748423425518e-01
MINIMAL     4  6.43933704306422938e-01 1.61992694066205445e+00  6.43933704306422938e-01 -1.61992694066205445e+00  5.91375537816859059e-02 -6.44483911424849620e-01  5.91375537816859059e-02 6.44483911424849620e-01
TOTALLY     4  -1.12813782884268105e-01 -1.31745086569998243e-60  -1.35470859854049497e+00 1.73638482144891968e-60  -6.19574748995266600e-02 4.65157054060546551e-61  -7.71450924579668906e-01 8.87360655365781071e-61
TOTALLY     4  -1.55361573829766697e+00 2.97219184899952007e-62  8.95699270749725662e-01 8.89790898706817283e-63  1.96514852471942808e-01 3.44810026867837470e-63  -1.05596982607601775e+00 3.19034354498407212e-63
TOTALLY     4  -3.42629535165470567e-01 -6.77925350489980991e-63  -1.29979499417771582e+00 1.06689918102190466e-62  -3.44524919600881385e-01 -3.39550535362003196e-63  -7.56597881607087408e-01 -4.40899294962179575e-64
