# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.06054266979730638e+00 -4.90155456448738943e-59  -6.69642208386616145e-01 -2.71644638780957053e-58  3.37442076647067046e-01 -5.54667331206418945e-59  -4.87892758099611024e-01 -8.96190143236259015e-59
NONREAL     4  1.52647651804472084e+00 -7.50729351439468756e-02  -6.73231324099638484e-01 4.53562774632546739e-01  -4.49499315383768472e-01 1.15504707572522999e-01  -6.63997306558559597e-01 -4.28808395252988550e+00
TOTALLY     4  8.66753306328656437e-01 1.79640804399690934e-59  -1.27984549249538215e+00 -2.61523860071012835e-60  -9.43934402911033810e-01 -1.08708890021257827e-59  2.12190343249532898e-01 7.54138442572313454e-60
TOTALLY     4  1.03643917901319527e+00 5.03730674252559987e-60  -8.23057651403869439e-01 4.65669843898216997e-59  3.06508139110847899e-01 9.03336372366857257e-60  -5.38039657894498591e-01 1.41549275294374471e-59
MINIMAL     4  7.62058846330177064e-01 -2.39476838636907319e+00  7.62058846330177064e-01 2.39476838636907319e+00  6.38487246726503754e-02 -7.85316232048460572e-01  6.38487246726503754e-02 7.85316232048460572e-01
NONREAL     4  1.52647651804472084e+00 7.50729351439468756e-02  -6.73231324099638484e-01 -4.53562774632546739e-01  -4.49499315383768472e-01 -1.15504707572522999e-01  -6.63997306558559597e-01 4.28808395252988550e+00
MINIMAL     4  8.16170451515868423e-01 9.39991363211179376e-01  8.16170451515868423e-01 -9.39991363211179376e-01  7.69260415656475072e-01 -5.94224340241594984e-01  7.69260415656475072e-01 5.94224340241594984e-01
NONREAL     4  -1.07464808145105351e+00 4.15154173045510444e-01  -1.39757362365136806e-01 -3.41989362521240126e-01  -5.79594746976846653e-01 4.03903427022280992e-01  -2.68468185686058687e-02 -3.81918683022356154e-02
MINIMAL     4  -7.67519549609740226e-01 6.45597916232735658e-01  -7.67519549609740226e-01 -6.45597916232735658e-01  -5.06763653302783168e-01 3.98064510957854056e-01  -5.06763653302783168e-01 -3.98064510957854056e-01
NONREAL     4  -1.39757362365136806e-01 3.41989362521240126e-01  -1.07464808145105351e+00 -4.15154173045510444e-01  -5.79594746976846653e-01 -4.03903427022280992e-01  -2.68468185686058687e-02 3.81918683022356154e-02
