# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  8.95312097849554234e-01 -2.54424902104682427e-46  2.46039079225435608e-01 3.75861475912106888e-46  6.95119659297396630e+00 -4.53420084509167242e-45  1.25284073233680682e-01 -4.22520752277146530e-47
TOTALLY     4  8.17381185191645265e-01 8.42515025662131025e-62  3.54316181560604293e-01 -5.79120686604456112e-61  -4.59186355141218971e-01 1.76788006938383618e-63  5.97824605931805664e+00 -2.59540372702319190e-60
TOTALLY     4  8.40316017102607615e-01 -4.67423830641183645e-60  -1.16329946075175994e+00 -2.73438979484469307e-60  -1.57249679127039327e-01 -2.55612377565463035e-59  -7.08069169695304756e-01 1.68673216067608967e-59
NONREAL     4  3.49878698974693314e-01 4.20569230428824922e-02  -1.16182303706714118e+00 3.71836459293607116e-04  -7.27718615798390145e-01 2.51361540492822287e-04  -1.83250164036490887e-01 -3.96087948255703093e-01
NONREAL     4  3.49878698974693314e-01 -4.20569230428824922e-02  -1.16182303706714118e+00 -3.71836459293607116e-04  -7.27718615798390145e-01 -2.51361540492822287e-04  -1.83250164036490887e-01 3.96087948255703093e-01
TOTALLY     4  8.15941633660553611e-01 2.27009865814785243e-61  4.07373643267594732e-01 -1.92577121450277335e-61  1.32186797691052266e-01 3.76199527072018577e-63  -4.59211666637946381e-01 8.09071693408425252e-64
TOTALLY     4  -1.16213105347261836e+00 5.19189874827198468e-60  8.18806647005212773e-01 5.57982835661627208e-60  -4.33247840294773257e-01 -9.01523226389132956e-59  -7.12875079003361445e-01 -1.59285583076443173e-59
TOTALLY     4  8.05889117124134691e-01 2.90304067831376526e-57  -1.19692801327660980e+00 1.55798517556043280e-57  -3.75698456785035495e-01 -3.24217070866040386e-56  -2.43639118701661911e-01 2.85967945554932123e-56
PARTIAL     4  7.19537524371719694e-01 1.34707005506630215e-57  -1.23768870948462850e+00 5.71673738343619802e-58  -2.69136838469435979e-01 2.11291440673175623e-01  -2.69136838469435979e-01 -2.11291440673175623e-01
PARTIAL     4  -8.61451159695147073e-01 2.31255169932325367e-61  -8.02073144330418958e-02 -1.50665430045305352e-61  -1.27916259635565188e-01 4.44344110469972742e-01  -1.27916259635565188e-01 -4.44344110469972742e-01
